WARNING: Logging before InitGoogleLogging() is written to STDERR
I20250701 04:05:01.640614 4188874 Sta.cc:792] assign \main_ram_c_d[15] = \q_from_buffer_c[15]
I20250701 04:05:01.640619 4188874 Sta.cc:792] assign \main_ram_c_d[16] = \q_from_buffer_c[16]
I20250701 04:05:01.640623 4188874 Sta.cc:792] assign \main_ram_c_d[17] = \q_from_buffer_c[17]
I20250701 04:05:01.640628 4188874 Sta.cc:792] assign \main_ram_c_d[18] = \q_from_buffer_c[18]
I20250701 04:05:01.640635 4188874 Sta.cc:792] assign \main_ram_c_d[19] = \q_from_buffer_c[19]
I20250701 04:05:01.640643 4188874 Sta.cc:792] assign \main_ram_c_d[1] = \q_from_buffer_c[1]
I20250701 04:05:01.640650 4188874 Sta.cc:792] assign \main_ram_c_d[20] = \q_from_buffer_c[20]
I20250701 04:05:01.640658 4188874 Sta.cc:792] assign \main_ram_c_d[21] = \q_from_buffer_c[21]
I20250701 04:05:01.640666 4188874 Sta.cc:792] assign \main_ram_c_d[22] = \q_from_buffer_c[22]
I20250701 04:05:01.640671 4188874 Sta.cc:792] assign \main_ram_c_d[23] = \q_from_buffer_c[23]
I20250701 04:05:01.640676 4188874 Sta.cc:792] assign \main_ram_c_d[24] = \q_from_buffer_c[24]
I20250701 04:05:01.640681 4188874 Sta.cc:792] assign \main_ram_c_d[25] = \q_from_buffer_c[25]
I20250701 04:05:01.640688 4188874 Sta.cc:792] assign \main_ram_c_d[26] = \q_from_buffer_c[26]
I20250701 04:05:01.640697 4188874 Sta.cc:792] assign \main_ram_c_d[27] = \q_from_buffer_c[27]
I20250701 04:05:01.640707 4188874 Sta.cc:792] assign \main_ram_c_d[28] = \q_from_buffer_c[28]
I20250701 04:05:01.640715 4188874 Sta.cc:792] assign \main_ram_c_d[29] = \q_from_buffer_c[29]
I20250701 04:05:01.640722 4188874 Sta.cc:792] assign \main_ram_c_d[2] = \q_from_buffer_c[2]
I20250701 04:05:01.640727 4188874 Sta.cc:792] assign \main_ram_c_d[30] = \q_from_buffer_c[30]
I20250701 04:05:01.640733 4188874 Sta.cc:792] assign \main_ram_c_d[31] = \q_from_buffer_c[31]
I20250701 04:05:01.640740 4188874 Sta.cc:792] assign \main_ram_c_d[32] = \q_from_buffer_c[32]
I20250701 04:05:01.640745 4188874 Sta.cc:792] assign \main_ram_c_d[33] = \q_from_buffer_c[33]
I20250701 04:05:01.640751 4188874 Sta.cc:792] assign \main_ram_c_d[34] = \q_from_buffer_c[34]
I20250701 04:05:01.640758 4188874 Sta.cc:792] assign \main_ram_c_d[35] = \q_from_buffer_c[35]
I20250701 04:05:01.640767 4188874 Sta.cc:792] assign \main_ram_c_d[36] = \q_from_buffer_c[36]
I20250701 04:05:01.640774 4188874 Sta.cc:792] assign \main_ram_c_d[37] = \q_from_buffer_c[37]
I20250701 04:05:01.640780 4188874 Sta.cc:792] assign \main_ram_c_d[38] = \q_from_buffer_c[38]
I20250701 04:05:01.640789 4188874 Sta.cc:792] assign \main_ram_c_d[39] = \q_from_buffer_c[39]
I20250701 04:05:01.640800 4188874 Sta.cc:792] assign \main_ram_c_d[3] = \q_from_buffer_c[3]
I20250701 04:05:01.640807 4188874 Sta.cc:792] assign \main_ram_c_d[40] = \q_from_buffer_c[40]
I20250701 04:05:01.640815 4188874 Sta.cc:792] assign \main_ram_c_d[41] = \q_from_buffer_c[41]
I20250701 04:05:01.640822 4188874 Sta.cc:792] assign \main_ram_c_d[42] = \q_from_buffer_c[42]
I20250701 04:05:01.640827 4188874 Sta.cc:792] assign \main_ram_c_d[43] = \q_from_buffer_c[43]
I20250701 04:05:01.640834 4188874 Sta.cc:792] assign \main_ram_c_d[44] = \q_from_buffer_c[44]
I20250701 04:05:01.640841 4188874 Sta.cc:792] assign \main_ram_c_d[45] = \q_from_buffer_c[45]
I20250701 04:05:01.640846 4188874 Sta.cc:792] assign \main_ram_c_d[46] = \q_from_buffer_c[46]
I20250701 04:05:01.640856 4188874 Sta.cc:792] assign \main_ram_c_d[47] = \q_from_buffer_c[47]
I20250701 04:05:01.640863 4188874 Sta.cc:792] assign \main_ram_c_d[48] = \q_from_buffer_c[48]
I20250701 04:05:01.640870 4188874 Sta.cc:792] assign \main_ram_c_d[49] = \q_from_buffer_c[49]
I20250701 04:05:01.640877 4188874 Sta.cc:792] assign \main_ram_c_d[4] = \q_from_buffer_c[4]
I20250701 04:05:01.640884 4188874 Sta.cc:792] assign \main_ram_c_d[50] = \q_from_buffer_c[50]
I20250701 04:05:01.640892 4188874 Sta.cc:792] assign \main_ram_c_d[51] = \q_from_buffer_c[51]
I20250701 04:05:01.640902 4188874 Sta.cc:792] assign \main_ram_c_d[52] = \q_from_buffer_c[52]
I20250701 04:05:01.640908 4188874 Sta.cc:792] assign \main_ram_c_d[53] = \q_from_buffer_c[53]
I20250701 04:05:01.640915 4188874 Sta.cc:792] assign \main_ram_c_d[54] = \q_from_buffer_c[54]
I20250701 04:05:01.640923 4188874 Sta.cc:792] assign \main_ram_c_d[55] = \q_from_buffer_c[55]
I20250701 04:05:01.640929 4188874 Sta.cc:792] assign \main_ram_c_d[56] = \q_from_buffer_c[56]
I20250701 04:05:01.640936 4188874 Sta.cc:792] assign \main_ram_c_d[57] = \q_from_buffer_c[57]
I20250701 04:05:01.640944 4188874 Sta.cc:792] assign \main_ram_c_d[58] = \q_from_buffer_c[58]
I20250701 04:05:01.640952 4188874 Sta.cc:792] assign \main_ram_c_d[59] = \q_from_buffer_c[59]
I20250701 04:05:01.640959 4188874 Sta.cc:792] assign \main_ram_c_d[5] = \q_from_buffer_c[5]
I20250701 04:05:01.640966 4188874 Sta.cc:792] assign \main_ram_c_d[60] = \q_from_buffer_c[60]
I20250701 04:05:01.640972 4188874 Sta.cc:792] assign \main_ram_c_d[61] = \q_from_buffer_c[61]
I20250701 04:05:01.640980 4188874 Sta.cc:792] assign \main_ram_c_d[62] = \q_from_buffer_c[62]
I20250701 04:05:01.640986 4188874 Sta.cc:792] assign \main_ram_c_d[63] = \q_from_buffer_c[63]
I20250701 04:05:01.640993 4188874 Sta.cc:792] assign \main_ram_c_d[64] = \q_from_buffer_c[64]
I20250701 04:05:01.641002 4188874 Sta.cc:792] assign \main_ram_c_d[65] = \q_from_buffer_c[65]
I20250701 04:05:01.641009 4188874 Sta.cc:792] assign \main_ram_c_d[66] = \q_from_buffer_c[66]
I20250701 04:05:01.641016 4188874 Sta.cc:792] assign \main_ram_c_d[67] = \q_from_buffer_c[67]
I20250701 04:05:01.641024 4188874 Sta.cc:792] assign \main_ram_c_d[68] = \q_from_buffer_c[68]
I20250701 04:05:01.641031 4188874 Sta.cc:792] assign \main_ram_c_d[69] = \q_from_buffer_c[69]
I20250701 04:05:01.641038 4188874 Sta.cc:792] assign \main_ram_c_d[6] = \q_from_buffer_c[6]
I20250701 04:05:01.641045 4188874 Sta.cc:792] assign \main_ram_c_d[70] = \q_from_buffer_c[70]
I20250701 04:05:01.641052 4188874 Sta.cc:792] assign \main_ram_c_d[71] = \q_from_buffer_c[71]
I20250701 04:05:01.641059 4188874 Sta.cc:792] assign \main_ram_c_d[72] = \q_from_buffer_c[72]
I20250701 04:05:01.641067 4188874 Sta.cc:792] assign \main_ram_c_d[73] = \q_from_buffer_c[73]
I20250701 04:05:01.641073 4188874 Sta.cc:792] assign \main_ram_c_d[74] = \q_from_buffer_c[74]
I20250701 04:05:01.641081 4188874 Sta.cc:792] assign \main_ram_c_d[75] = \q_from_buffer_c[75]
I20250701 04:05:01.641088 4188874 Sta.cc:792] assign \main_ram_c_d[76] = \q_from_buffer_c[76]
I20250701 04:05:01.641095 4188874 Sta.cc:792] assign \main_ram_c_d[77] = \q_from_buffer_c[77]
I20250701 04:05:01.641103 4188874 Sta.cc:792] assign \main_ram_c_d[78] = \q_from_buffer_c[78]
I20250701 04:05:01.641111 4188874 Sta.cc:792] assign \main_ram_c_d[79] = \q_from_buffer_c[79]
I20250701 04:05:01.641119 4188874 Sta.cc:792] assign \main_ram_c_d[7] = \q_from_buffer_c[7]
I20250701 04:05:01.641125 4188874 Sta.cc:792] assign \main_ram_c_d[80] = \q_from_buffer_c[80]
I20250701 04:05:01.641132 4188874 Sta.cc:792] assign \main_ram_c_d[81] = \q_from_buffer_c[81]
I20250701 04:05:01.641139 4188874 Sta.cc:792] assign \main_ram_c_d[82] = \q_from_buffer_c[82]
I20250701 04:05:01.641146 4188874 Sta.cc:792] assign \main_ram_c_d[83] = \q_from_buffer_c[83]
I20250701 04:05:01.641153 4188874 Sta.cc:792] assign \main_ram_c_d[84] = \q_from_buffer_c[84]
I20250701 04:05:01.641160 4188874 Sta.cc:792] assign \main_ram_c_d[85] = \q_from_buffer_c[85]
I20250701 04:05:01.641167 4188874 Sta.cc:792] assign \main_ram_c_d[86] = \q_from_buffer_c[86]
I20250701 04:05:01.641175 4188874 Sta.cc:792] assign \main_ram_c_d[87] = \q_from_buffer_c[87]
I20250701 04:05:01.641180 4188874 Sta.cc:792] assign \main_ram_c_d[88] = \q_from_buffer_c[88]
I20250701 04:05:01.641187 4188874 Sta.cc:792] assign \main_ram_c_d[89] = \q_from_buffer_c[89]
I20250701 04:05:01.641194 4188874 Sta.cc:792] assign \main_ram_c_d[8] = \q_from_buffer_c[8]
I20250701 04:05:01.641201 4188874 Sta.cc:792] assign \main_ram_c_d[90] = \q_from_buffer_c[90]
I20250701 04:05:01.641211 4188874 Sta.cc:792] assign \main_ram_c_d[91] = \q_from_buffer_c[91]
I20250701 04:05:01.641218 4188874 Sta.cc:792] assign \main_ram_c_d[92] = \q_from_buffer_c[92]
I20250701 04:05:01.641227 4188874 Sta.cc:792] assign \main_ram_c_d[93] = \q_from_buffer_c[93]
I20250701 04:05:01.641235 4188874 Sta.cc:792] assign \main_ram_c_d[94] = \q_from_buffer_c[94]
I20250701 04:05:01.641243 4188874 Sta.cc:792] assign \main_ram_c_d[95] = \q_from_buffer_c[95]
I20250701 04:05:01.641254 4188874 Sta.cc:792] assign \main_ram_c_d[96] = \q_from_buffer_c[96]
I20250701 04:05:01.641261 4188874 Sta.cc:792] assign \main_ram_c_d[97] = \q_from_buffer_c[97]
I20250701 04:05:01.641268 4188874 Sta.cc:792] assign \main_ram_c_d[98] = \q_from_buffer_c[98]
I20250701 04:05:01.641275 4188874 Sta.cc:792] assign \main_ram_c_d[99] = \q_from_buffer_c[99]
I20250701 04:05:01.641280 4188874 Sta.cc:792] assign \main_ram_c_d[9] = \q_from_buffer_c[9]
I20250701 04:05:01.641721 4188874 Sta.cc:920] link design accelerator end
I20250701 04:05:01.641726 4188874 Sta.cc:922] design accelerator inst num: 818
I20250701 04:05:01.641728 4188874 Sta.cc:924] design accelerator net num: 1349
I20250701 04:05:01.641731 4188874 Sta.cc:926] design accelerator port num: 546
I20250701 04:05:01.641754 4188874 Sta.cc:175] read sdc /data/stu25/s2300012745/work/yosys-sta/scripts/default.sdc start 
I20250701 04:05:01.643311 4188874 CmdCreateClock.cc:119] create clock core_clock for pin/port: clk
I20250701 04:05:01.643334 4188874 Sta.cc:192] read sdc /data/stu25/s2300012745/work/yosys-sta/scripts/default.sdc end 
I20250701 04:05:01.643362 4188874 StaBuildGraph.cc:315] build graph start
I20250701 04:05:01.653126 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[0] has no driver.
I20250701 04:05:01.653169 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[1] has no driver.
I20250701 04:05:01.653173 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[2] has no driver.
I20250701 04:05:01.653177 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[3] has no driver.
I20250701 04:05:01.653182 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[4] has no driver.
I20250701 04:05:01.653185 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[5] has no driver.
I20250701 04:05:01.653189 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[6] has no driver.
I20250701 04:05:01.653192 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[7] has no driver.
I20250701 04:05:01.653196 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[8] has no driver.
I20250701 04:05:01.653200 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[9] has no driver.
I20250701 04:05:01.653204 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[10] has no driver.
I20250701 04:05:01.653208 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[11] has no driver.
I20250701 04:05:01.653211 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[12] has no driver.
I20250701 04:05:01.653215 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[13] has no driver.
I20250701 04:05:01.653219 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[14] has no driver.
I20250701 04:05:01.653223 4188874 StaBuildGraph.cc:216] net q_from_buffer_a[15] has no driver.
I20250701 04:05:01.653227 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[0] has no driver.
I20250701 04:05:01.653231 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[1] has no driver.
I20250701 04:05:01.653234 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[2] has no driver.
I20250701 04:05:01.653239 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[3] has no driver.
I20250701 04:05:01.653242 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[4] has no driver.
I20250701 04:05:01.653249 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[5] has no driver.
I20250701 04:05:01.653254 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[6] has no driver.
I20250701 04:05:01.653257 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[7] has no driver.
I20250701 04:05:01.653261 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[8] has no driver.
I20250701 04:05:01.653264 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[9] has no driver.
I20250701 04:05:01.653268 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[10] has no driver.
I20250701 04:05:01.653272 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[11] has no driver.
I20250701 04:05:01.653276 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[12] has no driver.
I20250701 04:05:01.653280 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[13] has no driver.
I20250701 04:05:01.653283 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[14] has no driver.
I20250701 04:05:01.653287 4188874 StaBuildGraph.cc:216] net q_from_buffer_b[15] has no driver.
I20250701 04:05:01.653716 4188874 StaBuildGraph.cc:216] net u_central_control.state[1] has no driver.
I20250701 04:05:01.653753 4188874 StaBuildGraph.cc:216] net u_central_control.state[3] has no driver.
I20250701 04:05:01.655313 4188874 StaBuildGraph.cc:216] net u_skew_a.r_cnt[0] has no driver.
I20250701 04:05:01.655362 4188874 StaBuildGraph.cc:216] net u_skew_a.r_cnt_$_AND__B_Y_$_XOR__A_Y[0] has no driver.
I20250701 04:05:01.655367 4188874 StaBuildGraph.cc:216] net u_skew_a.r_cnt_$_AND__B_Y_$_XOR__A_Y[1] has no driver.
I20250701 04:05:01.656703 4188874 StaBuildGraph.cc:216] net u_skew_b.r_cnt[0] has no driver.
I20250701 04:05:01.656778 4188874 StaBuildGraph.cc:216] net u_skew_b.r_cnt_$_AND__B_Y_$_XOR__A_Y[0] has no driver.
I20250701 04:05:01.656798 4188874 StaBuildGraph.cc:216] net u_skew_b.r_cnt_$_AND__B_Y_$_XOR__A_Y[1] has no driver.
I20250701 04:05:01.657678 4188874 StaBuildGraph.cc:332] build graph end
I20250701 04:05:01.657815 4188874 Sta.cc:2616] update timing start
I20250701 04:05:01.658164 4188874 StaApplySdc.cc:694] apply sdc start
I20250701 04:05:01.658192 4188874 StaApplySdc.cc:725] apply sdc end
I20250701 04:05:01.658197 4188874 StaClockPropagation.cc:324] ideal clock propagation start
I20250701 04:05:01.658201 4188874 StaClockPropagation.cc:354] clock propagation clock num: 1
I20250701 04:05:01.658236 4188874 StaClockPropagation.cc:203] clock propagate end to vertex u_skew_b.zero_cnt_$_DFFE_PP0N__Q:CK
I20250701 04:05:01.659006 4188874 StaClockPropagation.cc:422] ideal clock propagation end
I20250701 04:05:01.659034 4188874 StaCheck.cc:129] found loop fwd start
I20250701 04:05:01.659734 4188874 StaCheck.cc:148] found loop fwd end
I20250701 04:05:01.659765 4188874 StaCheck.cc:150] found loop bwd start
I20250701 04:05:01.660398 4188874 StaCheck.cc:172] found loop bwd end
I20250701 04:05:01.660466 4188874 StaClockSlewDelayPropagation.cc:107] clock slew delay propagation start
I20250701 04:05:01.660475 4188874 StaClockSlewDelayPropagation.cc:125] propagating current clock queue vertexes number is 1
I20250701 04:05:01.660555 4188874 StaClockSlewDelayPropagation.cc:125] propagating current clock queue vertexes number is 69
I20250701 04:05:01.660894 4188874 StaClockSlewDelayPropagation.cc:125] propagating current clock queue vertexes number is 23
I20250701 04:05:01.661021 4188874 StaClockSlewDelayPropagation.cc:125] propagating current clock queue vertexes number is 154
I20250701 04:05:01.661778 4188874 StaClockSlewDelayPropagation.cc:158] clock slew delay propagation end
I20250701 04:05:01.661814 4188874 StaClockSlewDelayPropagation.cc:161] clock slew delay propagation memory usage 0MB
I20250701 04:05:01.661835 4188874 StaClockSlewDelayPropagation.cc:164] clock slew delay propagation time elapsed 0.00137s
I20250701 04:05:01.662420 4188874 StaClockPropagation.cc:326] propagated(kNormal) clock propagation start
I20250701 04:05:01.662425 4188874 StaClockPropagation.cc:354] clock propagation clock num: 1
I20250701 04:05:01.662431 4188874 StaClockPropagation.cc:424] propagated(kNormal) clock propagation end
I20250701 04:05:01.662436 4188874 StaApplySdc.cc:694] apply sdc start
I20250701 04:05:01.662441 4188874 StaApplySdc.cc:725] apply sdc end
I20250701 04:05:01.662444 4188874 StaClockPropagation.cc:328] propagated(kGenerated) clock propagation start
I20250701 04:05:01.662448 4188874 StaClockPropagation.cc:354] clock propagation clock num: 1
I20250701 04:05:01.662451 4188874 StaClockPropagation.cc:426] propagated(kGenerated) clock propagation end
I20250701 04:05:01.662456 4188874 StaApplySdc.cc:694] apply sdc start
I20250701 04:05:01.662458 4188874 StaApplySdc.cc:725] apply sdc end
I20250701 04:05:01.662462 4188874 StaBuildPropTag.cc:325] build propagation tag start
I20250701 04:05:01.662468 4188874 StaBuildPropTag.cc:338] build propagation tag end
I20250701 04:05:01.662473 4188874 StaDataPropagation.cc:676] data fwd propagation start
I20250701 04:05:01.662499 4188874 StaDataPropagationBFS.cc:166] data fwd propagation bfs start
I20250701 04:05:01.662685 4188874 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 362
I20250701 04:05:01.663689 4189707 StaDataPropagationBFS.cc:82] Thread 137339401533120 date fwd propagate found start vertex.reset
I20250701 04:05:01.663779 4189681 StaDataPropagationBFS.cc:82] Thread 137339644921536 date fwd propagate found start vertex.main_ram_a_q[6]
I20250701 04:05:01.663818 4189681 StaDataPropagationBFS.cc:82] Thread 137339644921536 date fwd propagate found start vertex.main_ram_a_q[7]
I20250701 04:05:01.663727 4189677 StaDataPropagationBFS.cc:82] Thread 137339451889344 date fwd propagate found start vertex.main_ram_a_q[1]
I20250701 04:05:01.663735 4189707 StaDataPropagationBFS.cc:82] Thread 137339401533120 date fwd propagate found start vertex.main_ram_a_q[2]
I20250701 04:05:01.663741 4189678 StaDataPropagationBFS.cc:82] Thread 137339460282048 date fwd propagate found start vertex.main_ram_a_q[3]
I20250701 04:05:01.663753 4189679 StaDataPropagationBFS.cc:82] Thread 137339661706944 date fwd propagate found start vertex.main_ram_a_q[4]
I20250701 04:05:01.663767 4189680 StaDataPropagationBFS.cc:82] Thread 137339653314240 date fwd propagate found start vertex.main_ram_a_q[5]
E20250701 04:05:01.664044 4189707 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664067 4189687 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664083 4189707 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664076 4189680 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664098 4189680 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664083 4189687 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
I20250701 04:05:01.663702 4189675 StaDataPropagationBFS.cc:82] Thread 137339435103936 date fwd propagate found start vertex.start_global_computation
E20250701 04:05:01.664096 4189707 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
I20250701 04:05:01.663702 4189676 StaDataPropagationBFS.cc:82] Thread 137339443496640 date fwd propagate found start vertex.main_ram_a_q[0]
E20250701 04:05:01.664044 4189684 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664047 4189679 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
E20250701 04:05:01.664098 4189688 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
I20250701 04:05:01.667703 4188874 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 375
I20250701 04:05:01.670558 4188874 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 649
I20250701 04:05:01.674175 4188874 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 139
I20250701 04:05:01.676662 4188874 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 322
I20250701 04:05:01.679782 4188874 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 315
