Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_1103_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1104_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1105_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1106_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1107_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1108_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1109_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1110_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1111_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1112_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1113_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1114_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1115_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1116_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1117_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1118_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1119_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1120_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1121_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1122_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1123_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1124_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1125_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1126_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1127_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1128_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1129_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1130_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1131_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1132_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1133_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1134_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1135_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1136_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1137_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1138_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1139_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1140_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1141_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1142_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1143_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1144_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1145_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1146_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1147_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1148_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1149_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1150_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1151_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1152_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1153_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1154_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1155_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1156_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1157_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1158_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1159_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1160_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1161_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1162_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1163_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1164_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1165_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1166_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1167_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1168_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1169_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1170_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1171_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1172_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1173_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1174_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1175_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1176_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1177_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1178_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1179_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1180_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1181_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1182_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1183_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1184_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1185_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1186_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1187_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1188_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1189_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1190_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1191_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1192_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1193_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1194_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1195_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1196_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1197_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1198_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1199_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1200_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1201_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1202_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1203_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1204_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1205_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1206_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1207_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1208_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1209_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1210_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1211_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1212_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1213_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1214_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1215_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1216_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1217_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1218_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1219_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1220_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1221_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1222_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1223_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1224_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1225_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1226_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1227_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1228_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1229_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1230_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1231_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1232_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1233_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1234_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1235_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1236_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1237_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1238_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1239_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1240_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1241_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1242_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1243_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1244_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1245_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1246_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1247_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1248_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1249_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1250_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1251_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1252_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1253_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1254_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1255_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1256_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1257_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1258_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1259_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1260_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1261_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1262_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1263_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1264_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1265_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1266_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1267_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1268_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1269_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1270_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1271_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1272_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1273_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1274_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1275_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1276_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1277_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1278_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1279_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1280_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1281_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1282_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1283_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1284_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1285_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1286_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1287_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1288_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1289_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1290_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1291_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1292_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1293_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1294_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1295_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1296_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1297_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1298_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1299_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1300_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1301_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1302_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1303_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1304_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1305_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1306_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1307_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1308_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1309_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1310_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1311_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1312_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1313_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1314_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1315_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1316_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1317_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1318_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1319_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1320_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1321_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1322_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1323_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1324_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1325_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1326_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1327_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1328_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1329_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1330_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1331_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1332_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1333_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1334_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1335_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1336_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1337_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1338_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1339_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1340_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1341_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1342_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1343_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1344_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1345_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1346_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1347_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1348_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1349_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1350_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1351_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1352_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1353_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1354_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1355_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1356_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1357_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1358_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1359_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1360_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1361_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1362_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1363_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1364_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1365_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1366_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1367_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1368_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1369_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1370_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1371_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1372_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1373_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1374_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1375_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1376_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1377_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1378_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1379_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1380_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1381_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1382_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1383_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1384_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1385_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1386_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1387_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1388_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1389_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1390_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1391_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1392_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1393_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1394_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1395_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1396_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1397_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1398_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1399_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1400_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1401_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1402_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1403_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1404_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1405_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1406_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1407_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1408_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1409_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1410_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1411_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1412_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1413_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1414_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1415_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1416_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1417_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1418_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1419_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1420_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1421_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1422_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1423_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1424_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1425_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1426_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1427_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1428_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1429_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1430_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1431_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1432_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1433_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
_1434_,1.1,4.567e-07,0.000e+00,2.507e-08,4.818e-07
